"";"is_canceled";"lead_time";"children_babies";"booking_changes";"adr";"total_of_special_requests"
"79129";"0";3;0;0;92,65;0
"75444";"0";88;0;1;101,27;1
"95607";"0";4;0;0;108;1
"64746";"1";8;0;0;140;1
"55597";"1";103;0;0;68,51;0
"50490";"1";62;0;0;155,7;0
"78276";"0";119;0;0;90;0
"69972";"1";191;0;0;73,8;2
"90275";"0";13;0;0;96;1
"2795";"0";36;0;1;48;0
"98760";"0";7;0;0;180;0
"44743";"0";9;0;0;96;0
"32932";"0";34;0;0;111,78;3
"23646";"0";305;0;0;190;1
"33014";"0";5;0;0;62;1
"2268";"0";25;0;0;68,57;0
"74654";"0";5;0;0;93,33;0
"41082";"0";54;0;1;90,6;0
"53089";"1";309;0;0;98,1;1
"78457";"0";1;0;0;140,4;2
"65110";"1";215;0;0;140;2
"37912";"0";0;0;0;62;0
"70016";"1";112;0;0;90;0
"9141";"1";65;0;0;37,8;1
"27385";"1";219;0;2;62,7;2
"18789";"0";47;0;0;75,26;2
"55106";"1";60;0;0;88,4;1
"54650";"1";28;0;1;147;0
"87427";"0";3;2;0;235,33;0
"62487";"1";573;0;0;157,25;0
"36651";"0";129;0;0;229,13;1
"18401";"0";32;0;0;61,2;2
"59161";"1";44;0;0;105;0
"29880";"0";166;0;0;58,8;0
"24492";"1";131;0;0;171,17;1
"52195";"1";265;0;0;143,1;0
"96854";"0";38;0;1;174;3
"26972";"1";302;1;1;72,9;2
"54887";"1";136;0;0;86,7;0
"64874";"1";47;1;0;135,39;2
"75609";"0";16;2;0;198,5;3
"14489";"1";323;0;0;123;1
"52203";"0";110;0;0;162;1
"33465";"0";76;0;0;89;4
"15650";"0";327;0;3;87,64;1
"84362";"0";197;0;0;112,5;0
"8444";"0";11;0;0;80,1;1
"60406";"1";15;0;0;130;0
"98377";"0";6;0;1;140;1
"19344";"0";69;0;0;65;0
"101624";"0";5;0;1;115;0
"70868";"0";0;0;0;50;0
"5620";"0";287;0;0;106;1
"52215";"1";270;0;4;122,83;0
"92898";"0";4;0;0;75;0
"36830";"0";134;0;0;192;2
"37850";"0";97;0;0;86;0
"43529";"0";32;0;0;67,5;1
"19252";"0";8;0;1;86,55;0
"51984";"1";104;0;0;62;0
"81950";"0";171;2;0;165,9;1
"53658";"0";316;0;0;115;1
"98250";"0";90;0;0;135;3
"83625";"0";72;0;0;72,25;0
"26705";"1";18;0;0;49;1
"41626";"0";99;0;0;80;0
"38330";"0";220;0;0;124;1
"18246";"1";34;0;0;51;1
"83230";"0";0;2;0;184,95;1
"41747";"0";0;0;2;72,76;1
"60336";"1";1;0;0;120;0
"51841";"1";76;0;0;149,4;0
"60995";"1";47;0;0;175,5;0
"57454";"1";10;0;0;73,37;1
"83173";"0";143;1;0;120,69;1
"31353";"0";0;0;0;40;0
"102734";"0";168;0;0;130,5;0
"59337";"1";263;0;0;135;0
"59128";"1";87;0;0;95;0
"22996";"1";157;0;0;80;1
"89133";"0";180;0;0;51,28;2
"4021";"0";11;0;0;72;0
"69109";"1";300;0;0;135;1
"39505";"0";231;0;0;91,2;0
"41811";"0";196;0;0;85,67;0
"15307";"0";2;0;1;44,5;0
"69028";"1";233;0;0;145;0
"3428";"1";216;0;0;58;0
"3493";"1";214;0;0;48;2
"24527";"1";135;0;0;171,2;1
"33470";"0";0;0;2;96,25;0
"26903";"1";29;0;1;57,92;2
"38514";"0";5;0;0;124;0
"96751";"0";148;0;0;89,1;1
"58604";"1";241;0;0;110;0
"9207";"1";1;0;0;73;0
"40350";"0";35;0;0;87,78;2
"100683";"0";145;0;0;182,25;0
"64349";"1";43;0;0;112,5;1
"66893";"1";59;0;0;60;0
"55595";"1";54;0;0;68,66;0
"50315";"1";17;1;0;152,1;1
"24875";"1";159;0;0;220,33;0
"28776";"1";228;0;1;175;1
"60868";"1";102;2;0;263,33;0
"51743";"1";23;0;0;129,6;0
"30255";"0";0;0;0;55;1
"65566";"1";170;0;0;62,8;0
"14651";"1";301;0;0;83;1
"38898";"0";217;0;0;79;2
"59902";"1";304;0;0;117;1
"48210";"0";23;0;0;120;0
"71674";"0";0;0;0;58;1
"97552";"0";144;0;2;90;0
"92636";"0";21;0;0;80;0
"54926";"1";358;0;0;117,5;1
"678";"0";34;0;0;103,18;0
"4470";"0";61;0;0;80;0
"99754";"0";38;0;0;99;0
"16642";"0";23;0;0;56;0
"56293";"1";405;0;0;126;1
"100617";"0";163;0;0;89,1;0
"77442";"0";24;0;0;126;1
"80212";"0";33;0;0;96,3;1
"9807";"0";14;0;0;87;1
"102975";"0";142;0;0;211,5;3
"46588";"0";184;0;0;126,9;0
"87645";"0";256;0;0;85;1
"46262";"0";203;0;0;119,85;1
"100452";"0";163;0;0;130,5;2
"91217";"0";190;0;0;112,2;2
"47443";"0";234;0;0;130;0
"72845";"0";1;0;1;79;0
"3752";"0";29;2;0;110;0
"98070";"0";0;0;0;110;0
"80837";"0";19;0;0;175;2
"4886";"0";178;0;0;85;0
"23568";"1";211;0;0;117,2;0
"69606";"1";76;0;0;62;0
"47530";"0";310;0;0;140,4;0
"83760";"0";132;0;0;82,45;2
"96945";"0";76;0;0;108;0
"47677";"0";98;0;0;140,4;0
"91649";"0";1;0;0;97,16;0
"31963";"0";35;0;0;78,75;1
"82082";"0";171;0;0;114,3;1
"35918";"0";70;0;2;182,86;1
"82841";"0";13;0;0;72,25;0
"12491";"1";134;0;0;45;1
"33712";"0";24;0;0;132,3;2
"65610";"1";233;0;0;62;0
"2191";"0";5;0;0;77,5;1
"67734";"1";201;0;0;98;0
"25404";"1";33;0;2;125,83;0
"11227";"1";98;0;0;183,75;0
"18033";"0";15;0;0;30;0
"94006";"0";4;0;0;62,4;0
"98099";"0";47;0;0;164;1
"25796";"1";22;0;0;105;1
"88353";"0";5;0;0;140;0
"67852";"1";7;0;0;143,2;2
"85704";"0";75;0;0;159;0
"73980";"0";31;0;0;66;0
"39225";"0";177;0;0;116;0
"55621";"1";16;0;0;70,55;0
"53781";"1";18;0;0;130;0
"28945";"1";211;0;0;42;1
"54375";"1";22;0;2;76,56;1
"64826";"1";66;2;0;235;0
"94764";"0";24;0;0;139,4;0
"32703";"0";37;0;0;93;0
"80090";"0";192;0;0;95;0
"62313";"1";61;0;0;90;0
"102188";"0";133;0;0;130,5;2
"8245";"0";4;0;1;64,4;0
"23041";"1";48;0;0;196,33;1
"9105";"0";14;0;1;62;0
"36502";"0";166;0;1;238,3;1
"67403";"1";169;0;0;70;0
"67631";"1";173;0;0;67;0
"36137";"0";211;0;0;151,99;1
"23943";"1";140;0;0;253;1
"11006";"1";97;0;0;175;1
"58583";"1";338;0;0;162;0
"87241";"0";0;0;1;67;0
"38532";"0";34;0;0;75;0
"58046";"1";80;0;0;12;0
"45473";"0";111;0;0;62;0
"19938";"0";123;1;1;131;0
"97793";"0";44;0;0;199,67;0
"69699";"1";120;0;1;89;1
"62678";"1";67;0;0;108;2
"83036";"0";62;0;0;107;2
"69387";"1";176;0;0;70;0
"96809";"0";155;0;0;126;1
"41637";"0";2;0;0;109;0
"21356";"0";213;0;1;75;2
"94476";"0";52;0;0;100,3;1
"27221";"1";212;0;0;96;1
"38829";"0";162;0;0;106;2
"7071";"0";34;0;1;78;0
"52097";"0";137;0;0;140,4;1
"28439";"1";196;0;0;66;0
"30930";"0";8;0;0;69,71;2
"98183";"0";394;0;4;107;1
"13572";"1";329;1;0;189,75;1
"8404";"1";3;0;0;94,29;0
"77699";"0";4;0;0;89;0
"7465";"1";132;0;0;72;0
"40666";"0";0;0;0;170;0
"48847";"0";65;0;0;116,1;0
"63894";"1";69;0;0;130,5;0
"94645";"0";79;0;0;142,2;1
"18805";"0";40;0;0;29;0
"84586";"0";63;0;2;123,3;1
"28097";"1";11;0;0;36;0
"628";"1";312;0;0;121,98;1
"88598";"0";59;0;0;77,76;0
"90360";"0";1;0;0;88;0
"103359";"0";47;2;1;145;0
"53041";"1";7;0;0;108;1
"12179";"0";140;0;0;35;1
"85260";"0";346;0;1;90;0
"92547";"0";12;0;0;105;0
"78633";"0";87;0;0;119;1
"59654";"1";287;0;0;100;0
"72885";"0";24;0;0;61,75;1
"3109";"0";72;1;0;95,07;1
"4654";"0";194;0;1;54,5;1
"101755";"0";14;0;0;126;0
"11079";"0";92;0;0;167,18;1
"78134";"0";45;0;0;126,9;2
"5537";"0";0;0;0;57;0
"32997";"0";39;0;0;62;1
"43752";"0";6;0;0;69,6;0
"87419";"0";5;0;1;90;0
"103271";"0";214;0;0;89;0
"9463";"1";86;0;0;80;0
"29786";"0";10;0;0;43;1
"35084";"0";55;0;2;110,94;0
"33510";"0";124;0;0;40,95;1
"65515";"1";81;0;0;62;0
"23488";"0";315;0;0;139;1
"82335";"0";163;1;0;121,5;3
"20552";"1";85;0;0;42,43;1
"68276";"1";155;0;0;109;0
"72615";"0";28;0;0;130;2
"1433";"0";27;0;2;114,19;1
"23844";"0";397;0;1;120,38;0
"10567";"0";68;0;0;77,61;1
"12598";"0";110;0;0;40;0
"64978";"1";259;1;0;177,81;0
"91477";"0";35;0;0;95,2;2
"58341";"1";59;0;0;115,2;0
"54161";"1";337;0;0;88;1
"49362";"0";9;0;0;107,1;0
"28248";"1";167;0;0;72;0
"70031";"1";111;0;2;65;1
"87109";"0";131;0;1;120;1
"62832";"1";587;0;0;99;0
"2553";"0";39;0;0;47,6;0
"35758";"0";143;0;0;183,75;1
"54962";"1";113;0;0;88,4;1
"79360";"0";17;0;0;137;3
"53135";"1";91;0;2;98,1;1
"25058";"1";85;2;1;214;2
"70310";"1";287;0;0;90;0
"69441";"1";138;0;1;65;0
"2645";"1";172;0;0;36;1
"92706";"0";62;0;0;77;0
"85993";"0";141;0;2;163,8;1
"55750";"0";199;1;0;158;2
"17808";"1";37;0;0;48;0
"7483";"1";110;0;1;55;0
"42798";"0";46;0;0;64,14;0
"43584";"0";17;0;0;75;0
"64373";"1";79;0;0;139,5;1
"60447";"1";18;0;0;108;1
"56127";"1";166;0;0;79,5;1
"24104";"1";59;0;0;126;1
"57025";"0";256;1;0;105,4;0
"43628";"0";2;0;1;65,66;0
"63000";"1";184;0;0;110;0
"60647";"1";503;0;0;115,2;0
"21758";"0";204;1;1;91;2
"89649";"0";215;0;2;75;0
"38630";"0";1;0;0;106;2
"103716";"0";94;0;3;115;3
"67908";"1";150;0;0;170;0
"16758";"0";4;0;0;38;1
"75516";"0";3;0;0;90;0
"73395";"0";0;0;0;127;0
"98173";"0";12;0;0;146;1
"62611";"1";71;0;0;166,5;1
"78241";"0";109;0;0;80,75;0
"20846";"0";191;0;0;59;0
"82140";"0";33;0;0;109;0
"77342";"0";15;0;0;109;0
"85970";"0";115;0;3;123,8;1
"53499";"1";65;0;0;90,9;0
"53416";"1";28;0;0;108;1
"103808";"0";184;0;2;130,5;2
"6367";"0";0;0;0;157,5;1
"42807";"0";17;0;0;99;1
"78639";"0";45;0;0;80,75;0
"37905";"0";12;0;0;62;0
"26299";"1";10;0;0;40;0
"33437";"0";60;0;0;104,14;0
"70561";"1";229;0;0;125;0
"63171";"1";98;0;0;153,9;0
"43535";"0";2;0;0;79;0
"72441";"0";11;0;0;73,2;1
"25183";"1";252;0;0;153;1
"29400";"0";1;0;0;55;0
"43133";"0";94;0;0;68,5;1
"909";"0";98;0;0;208;1
"94070";"0";55;0;0;57,93;1
"39155";"0";210;0;0;80,85;2
"93242";"0";10;0;0;85;0
"87444";"0";10;0;1;149;1
"12854";"1";148;1;1;251;1
"91779";"0";0;0;1;50;1
"20496";"0";171;0;0;44;0
"55781";"1";166;0;0;94,35;1
"86837";"0";71;0;0;135;2
"34367";"0";12;0;1;68,4;0
"16269";"0";16;0;0;48;0
"30994";"0";7;0;0;42,97;4
"92487";"0";12;0;0;125,8;3
"19734";"0";112;0;0;64;1
"7178";"0";112;0;0;90;2
"16997";"0";32;0;0;46;0
"13296";"1";297;0;0;96,9;0
"25155";"1";350;0;0;119,34;1
"23771";"1";29;0;0;90,1;0
"63791";"1";92;1;0;116,1;2
"16254";"0";19;0;0;60;0
"55865";"1";391;0;0;88,4;0
"32646";"0";62;0;1;90;0
"101935";"0";163;0;0;80,1;1
"101273";"0";83;0;0;190;2
"61110";"1";18;0;0;90;0
"59581";"1";199;0;0;100;0
"46977";"0";334;0;0;126,9;0
"24947";"1";242;0;0;100;2
"86481";"0";193;0;0;132;0
"2013";"1";23;0;0;44,5;0
"45185";"0";131;0;0;96,05;0
"21959";"1";136;0;0;48,06;1
"69932";"1";92;0;1;77,5;0
"69754";"1";96;0;0;90;0
"87222";"0";36;0;0;95;1
"96632";"0";150;1;0;152,1;0
"45684";"0";248;0;0;95;0
"56361";"1";81;0;0;79,2;1
"100200";"0";219;0;0;117;1
"53692";"1";316;0;0;104,4;0
"78876";"0";85;0;0;121;1
"85820";"0";91;0;3;144;0
"46814";"0";157;0;0;132,6;1
"40016";"0";255;2;0;185,2;1
"63941";"1";33;0;0;116,1;0
"63561";"1";61;0;0;110;0
"14730";"1";364;0;0;48,88;0
"39424";"0";8;0;0;75;0
"33962";"0";1;0;1;59,71;0
"65050";"1";155;2;0;235;0
"39130";"0";342;0;0;73,92;1
"25475";"1";27;0;1;78;0
"65133";"1";4;0;0;12;0
"87535";"0";50;0;0;87,01;1
"21592";"1";79;0;0;70;0
"5596";"0";130;0;0;85,5;0
"41062";"0";0;0;0;73;0
"91168";"0";90;0;0;92,65;0
"52436";"1";34;0;0;107;0
"101104";"0";179;0;1;108,1;1
"85526";"0";44;0;0;149,4;2
"28534";"1";23;0;0;50;2
"21625";"1";201;0;1;48;1
"24541";"1";124;3;1;202,7;0
"76511";"0";4;0;0;130,05;2
"9558";"0";168;0;0;100;2
"67575";"1";42;0;0;120;0
"90926";"0";0;0;0;119;2
"76902";"0";101;0;0;98,24;1
"84436";"0";164;0;0;93,5;2
"88530";"0";161;0;0;59,5;0
"35895";"0";3;0;0;251;2
"36826";"0";29;0;0;132,85;0
"49974";"1";15;0;0;105;0
"45466";"0";12;0;0;62;0
"60111";"1";277;0;1;175,5;0
"78064";"0";14;0;0;72;1
"55113";"1";174;0;0;119;1
"22421";"1";178;2;0;159;0
"95330";"0";70;0;0;75;0
"103321";"0";278;0;0;89,1;1
"38262";"0";133;0;0;101,5;0
"94710";"0";20;0;0;118;0
"91954";"0";72;2;0;165,6;0
"81678";"0";189;0;0;99,3;1
"53523";"1";158;0;0;117,6;0
"5468";"0";36;0;0;110;0
"80141";"0";190;0;0;65;1
"42875";"0";0;0;0;119;1
"52467";"1";73;0;0;131,2;0
"77598";"0";102;0;1;117,1;1
"90539";"0";46;0;0;68;0
"4918";"0";214;0;0;70;0
"78096";"0";60;0;0;65;1
"78236";"0";212;0;0;78;1
"43995";"0";112;0;0;85;0
"56539";"1";119;0;0;80;0
"47071";"0";163;0;0;65;0
"77425";"0";6;0;0;92,83;1
"47701";"0";165;0;0;96;0
"52461";"1";101;0;0;119;0
"79705";"0";110;0;1;131;0
"59002";"1";40;0;0;138,33;0
"32833";"0";1;0;0;92;0
"6240";"0";7;2;0;259;0
"102703";"0";314;0;1;109,1;1
"65063";"1";179;0;0;130,5;0
"23509";"1";170;0;0;102,41;1
"56679";"0";256;0;0;60;0
"98594";"0";31;0;1;144,4;1
"4823";"0";183;0;0;73;1
"79958";"0";37;2;0;126;0
"88993";"0";58;0;0;165;1
"68787";"1";288;0;0;75;0
"31988";"0";1;0;0;77,71;2
"48275";"0";169;0;0;62;0
"51917";"1";126;0;0;139;1
"92227";"0";0;0;0;88;0
"32519";"0";1;0;0;90;1
"53589";"1";144;0;0;65;0
"5159";"0";170;0;2;66;0
"43758";"0";7;0;0;2;0
"17084";"0";221;0;0;45;0
"56788";"1";412;0;0;104;1
"18249";"1";34;0;2;35;1
"21533";"1";143;0;1;119;1
"78077";"0";7;0;1;91;1
"57071";"1";109;1;0;84;0
"22104";"0";234;0;0;56,1;0
"7920";"0";1;0;0;37,8;2
"59183";"1";205;1;0;108;0
"5328";"0";0;0;0;97,3;0
"53356";"1";322;0;0;161,33;0
"77976";"0";7;0;0;65;0
"13853";"1";278;0;0;104,55;0
"24824";"1";0;0;0;82;0
"43962";"0";274;0;0;129;0
"18357";"0";66;0;0;37;0
"92811";"0";12;0;0;88;0
"37125";"0";178;0;0;68;0
"54363";"1";344;0;0;166,67;0
"78390";"0";14;0;0;80,75;0
"45309";"0";31;0;1;159;0
"40019";"0";216;0;0;60,83;0
"65880";"1";266;0;0;60;0
"20826";"0";206;0;0;74,67;1
"94520";"0";8;0;0;153;0
"13946";"1";292;0;0;202;1
"6747";"0";0;0;0;114,29;1
"77858";"0";44;0;1;130;0
"79924";"0";5;0;0;131;1
"36569";"0";210;0;0;244;2
"75183";"0";1;0;1;93;3
"63678";"1";53;0;0;89,1;1
"82427";"0";145;0;0;109;1
"76039";"0";122;0;0;96,3;1
"76367";"0";10;0;0;109,87;0
"103659";"0";205;0;0;123,3;2
"37083";"0";147;0;0;213,43;2
"73650";"0";6;0;2;109;0
"43820";"0";5;0;0;60;0
"64178";"1";160;0;0;112,67;0
"98944";"0";41;0;1;186,67;1
"92949";"0";18;0;0;75;0
"67870";"1";150;0;0;180;0
"79814";"0";37;0;0;89,1;1
"32441";"0";5;0;0;54;1
"31912";"0";0;2;0;194;0
"54382";"1";151;0;0;93,6;0
"79249";"0";113;0;0;116,1;1
"16878";"0";1;0;0;31,2;0
"37612";"0";42;0;0;94,5;0
"31496";"0";14;0;1;80;0
"52677";"0";118;0;0;73,96;0
"7095";"0";0;0;2;60;0
"41886";"0";0;0;0;85,67;0
"102940";"0";76;0;0;98,8;1
"48224";"0";25;0;0;163,67;0
"67133";"1";28;0;0;60;0
"37903";"0";80;0;1;84;1
"83052";"0";221;0;0;73;0
"75490";"0";1;0;0;105;1
"63510";"1";184;1;0;125,1;0
"10469";"1";87;0;1;108,9;2
"19696";"1";140;0;0;26,1;0
"31800";"0";23;0;0;64,67;1
"60018";"1";62;0;0;137,14;0
"13443";"1";346;0;0;134;0
"85577";"0";14;0;0;75;0
"78301";"0";33;0;0;108,9;0
"46719";"0";0;0;0;90;0
"16873";"0";1;0;0;88;1
"96253";"0";117;0;0;135;1
"38045";"0";0;0;0;144;0
"33481";"0";57;0;2;118,8;0
"25179";"1";252;0;0;98,1;0
"94874";"0";1;0;0;95,4;1
"73470";"0";115;0;0;93;1
"45299";"0";31;0;0;82,5;0
"83178";"0";121;1;0;136,52;1
"28402";"1";44;0;0;48,8;3
"24826";"1";28;0;0;124;0
"48256";"0";178;0;1;120;0
"949";"1";68;2;0;214;0
"49448";"0";24;1;1;123,25;2
"89300";"0";2;0;0;80;0
"48054";"0";181;0;0;100,3;0
"44742";"0";1;0;0;116,1;0
"93134";"0";29;0;0;67,15;1
"54300";"1";188;0;0;161,1;0
"95113";"0";0;0;0;64,95;0
"81551";"0";0;0;0;79;0
"5792";"0";0;2;1;163,2;1
"24980";"1";101;0;0;78,23;1
"54198";"1";128;1;0;150;1
"64867";"1";76;0;0;107,1;0
"91735";"0";5;0;0;79,5;0
"32566";"0";1;0;1;40;1
"52519";"1";295;0;0;100;0
"9247";"0";55;0;0;72,5;1
"70167";"1";166;0;0;81;1
"68390";"1";51;0;0;143,2;0
"17662";"0";17;0;0;55;1
"34726";"0";78;0;0;141,71;1
"30617";"0";3;0;0;80;1
"82448";"0";192;0;0;121;2
"81672";"0";69;0;0;265,44;2
"98071";"0";25;0;0;101,33;1
"45677";"0";2;0;0;104;0
"4892";"0";128;0;0;85;0
"92756";"0";23;0;0;74,8;2
"17998";"0";0;0;0;45;0
"89650";"0";214;0;1;75;0
"47065";"0";256;0;0;65;0
"3175";"0";0;0;0;29;1
"2275";"1";37;0;1;56;3
"39491";"0";0;0;0;109,75;0
"17892";"0";8;0;2;40;0
"34111";"0";92;0;0;98,4;1
"13265";"1";283;0;0;54,99;0
"81558";"0";81;0;0;81,08;1
"11046";"0";97;0;0;194,4;2
"47018";"0";144;0;0;157;0
"70408";"1";199;0;0;73,15;0
"32876";"0";13;0;0;82;1
"55140";"1";139;0;0;62,8;0
"79112";"0";118;0;0;183;0
"47176";"0";124;0;0;62;0
"77663";"0";35;0;0;90;1
"89844";"0";56;0;0;88,4;3
"18044";"0";32;0;0;58;0
"44245";"0";96;0;0;76,5;0
"35862";"0";56;2;0;211,25;0
"70489";"1";215;0;0;60;1
"56316";"1";18;0;0;65;0
"101072";"0";9;0;1;189;2
"25723";"1";74;0;0;48,32;0
"53873";"1";146;0;0;110;0
"61336";"1";267;0;0;109,8;1
"99487";"0";34;0;0;120;0
"55731";"1";171;1;0;71,91;0
"27985";"1";243;0;1;51;0
"46911";"0";10;1;0;198,9;0
"28997";"1";168;1;0;93;0
"92958";"0";36;0;1;100;1
"39585";"0";3;0;0;62;0
"11146";"1";210;0;0;175;1
"4351";"0";37;0;0;19;0
"26719";"1";16;0;1;95;2
"92518";"0";14;0;0;84;1
"98138";"0";101;0;0;130,5;0
"46680";"0";2;0;0;116,1;1
"2598";"0";2;0;0;59;0
"17806";"0";40;1;0;62;2
"53732";"1";61;0;0;96,3;0
"58961";"1";330;0;0;173,25;2
"96546";"0";8;0;0;135;0
"24419";"1";58;0;1;209;1
"51263";"1";56;0;0;80,75;0
"101137";"0";88;0;0;190;0
"8343";"0";6;1;0;116,4;0
"57128";"1";54;0;0;96,5;0
"77782";"0";64;0;0;130;0
"39228";"0";3;0;0;116;0
"11747";"1";50;2;0;318;0
"36539";"0";182;0;0;116,47;2
"87068";"0";88;0;0;126;0
"36060";"0";7;0;0;225;2
"90247";"0";15;0;0;93,6;2
"70429";"1";13;0;3;99;0
"37651";"0";86;0;1;84;0
"56351";"1";83;0;0;126;1
"74769";"0";69;0;0;112;0
"868";"0";139;0;1;172;2
"27516";"1";197;0;1;57,39;0
"2513";"0";4;0;0;44,5;0
"53110";"1";18;0;0;132,3;0
"44370";"0";120;2;0;184;0
"31620";"0";0;0;0;75;0
"6178";"0";2;0;0;128;1
"45327";"0";252;0;0;153;0
"26446";"1";70;0;0;101;1
"38435";"0";227;0;1;129;0
"63219";"1";1;0;0;141,3;1
"15996";"0";11;0;0;31;0
"52261";"1";24;0;0;95;0
"74045";"0";17;0;0;65,75;0
"97529";"0";84;0;0;171;1
"87956";"0";141;0;0;120;2
"42101";"0";0;0;0;75;1
"13520";"1";184;0;0;98,75;2
"88468";"0";192;2;0;153,3;2
"15941";"0";5;0;0;66;0
"55351";"1";61;0;0;103,5;0
"16800";"1";14;1;0;79;1
"29820";"0";0;0;0;58;0
"26733";"1";100;0;0;85;0
"23849";"0";343;0;0;151;1
"5831";"0";4;0;0;199;1
"64390";"1";44;0;0;89,1;2
"11194";"0";80;0;0;234;0
"21334";"1";236;0;0;60,2;2
"41089";"0";0;0;0;56,1;0
"98706";"0";240;0;0;138,6;2
"33956";"0";18;0;0;103;1
"62883";"1";15;0;0;126;0
"14191";"1";327;0;0;153;0
"33978";"0";15;0;0;68;0
"48168";"0";72;0;0;120;0
"28569";"1";359;0;1;101;1
"79659";"0";9;0;0;65;1
"59426";"1";116;0;0;90;0
"80515";"0";125;0;0;72,25;0
"75369";"0";56;0;0;95;0
"88472";"0";200;2;1;82,92;3
"73201";"0";8;0;0;82;0
"3815";"0";8;0;0;84;0
"6029";"0";0;0;0;116,57;1
"93121";"0";39;0;0;124,8;0
"68741";"1";282;0;0;106,67;0
"89140";"0";30;0;0;120,15;2
"51087";"1";161;0;0;159,6;0
"50605";"1";75;0;1;118,15;0
"57309";"1";426;0;0;84,6;2
"78897";"0";58;0;0;110;0
"39614";"0";22;0;0;62;0
"64938";"1";217;0;1;154,8;1
"42216";"0";0;0;0;70;0
"6169";"0";2;0;0;165;3
"66609";"1";270;0;0;120;0
"64831";"1";248;0;0;93,6;0
"30265";"1";2;0;0;43;2
"36339";"0";169;0;0;162;0
"73591";"0";0;0;0;64,8;0
"24356";"1";12;0;0;179;0
"42133";"0";52;0;1;65;0
"30739";"0";37;0;0;36;0
"43097";"0";158;0;3;71;0
"53211";"0";297;0;0;108;0
"93410";"0";2;0;1;85;0
"66187";"1";197;0;0;62;0
"76124";"0";3;0;0;69,92;1
"72893";"0";10;0;0;91;0
"91420";"0";5;0;0;122,48;2
"1836";"0";158;0;0;74;3
"7736";"1";34;0;0;68;0
"25706";"1";93;0;0;68;1
"59803";"1";166;0;0;166,5;0
"77479";"0";0;0;0;129;0
"75203";"0";16;0;0;85,85;0
"81152";"0";30;0;1;67;0
"84153";"0";115;1;0;90,1;1
"16407";"0";13;0;1;55,4;0
"58061";"1";53;0;0;74,84;0
"63954";"1";61;0;0;220;1
"37779";"0";1;0;0;75;1
"60842";"1";86;0;0;117;1
"7658";"1";77;0;0;58;0
"40009";"0";37;0;1;65;0
"16736";"0";24;0;0;79;0
"77217";"0";109;0;0;159,3;3
"103025";"0";18;0;0;180;2
"66549";"1";113;0;0;101,5;0
"70610";"1";29;0;1;37,33;0
"94963";"0";113;0;0;91,8;0
"32140";"0";0;0;0;75,6;0
"53755";"1";48;0;0;62;0
"72045";"0";1;0;0;60;0
"34108";"0";0;0;0;70,4;1
"2214";"1";87;0;0;42,3;0
"21499";"1";95;0;0;67;0
"29962";"0";132;0;0;45;0
"38946";"0";166;0;1;72,5;0
"35567";"0";117;0;0;188;1
"84911";"0";4;0;1;95;2
"88291";"0";5;0;0;76,36;1
"6301";"0";105;0;0;231;0
"67756";"1";49;0;0;95;0
"64973";"1";278;0;0;126,6;0
"63450";"1";109;0;0;150;0
"56751";"1";183;0;0;102,6;0
"65003";"1";147;0;0;140;0
"15462";"0";188;0;1;73,08;1
"92872";"0";0;1;2;134;1
"87424";"0";83;0;0;151,2;2
"46726";"0";24;0;0;127,5;0
"95732";"0";4;0;0;115;1
"89217";"0";47;0;0;79,2;0
"62362";"1";566;1;0;180;1
"87276";"0";98;0;0;113,4;2
"21986";"0";141;0;0;59;0
"92335";"0";31;0;0;97,5;2
"7415";"0";20;0;1;48;0
"35750";"0";134;0;1;224,39;2
"29098";"1";49;0;0;130,5;2
"28243";"1";109;0;0;61;0
"83643";"0";0;1;0;134,1;2
"23274";"1";12;1;1;142,2;2
"85261";"0";346;0;0;80,75;1
"23713";"0";335;0;0;215;2
"84365";"0";156;0;0;108;1
"83629";"0";0;0;0;125;0
"29378";"0";2;0;0;49,7;1
"84683";"0";52;0;0;97,92;0
"29211";"1";98;0;0;48;1
"88640";"0";42;0;0;73,8;1
"40529";"0";0;0;0;62;0
"26263";"1";57;0;0;71;2
"36066";"0";105;2;0;339,4;2
"62061";"1";208;0;0;100;0
"46823";"0";1;0;0;95,48;0
"95181";"0";72;0;0;76,5;0
"31037";"0";0;0;1;47,5;0
"85479";"0";57;0;0;91;0
"100856";"0";153;0;0;115,56;0
"49254";"1";150;0;0;112,5;0
"66288";"1";156;0;0;62;0
"90568";"0";157;0;0;88,26;2
"66881";"1";132;0;0;76,5;0
"27375";"1";41;0;0;60;0
"39845";"0";0;0;0;152;3
"56766";"1";112;0;0;93,6;2
"76116";"0";25;0;0;80;0
"35109";"0";114;0;1;121,43;1
"75791";"0";16;0;1;75;1
"94792";"0";53;0;0;57,93;0
"25893";"1";49;1;0;182;0
"86109";"0";5;0;0;118,58;1
"13431";"1";346;0;0;177;0
"97563";"0";26;0;1;164;0
"70662";"1";228;0;0;65;0
"27501";"1";304;0;0;48;1
"45568";"0";202;0;0;96,3;0
"56717";"1";15;0;0;60;0
"72539";"0";1;0;0;139;1
"86965";"0";7;0;1;155;0
"76720";"0";99;0;0;127,8;0
"76091";"0";93;0;0;89;0
"49296";"0";2;0;0;85;0
"68525";"1";111;0;0;70;0
"68966";"1";49;0;0;65;1
"70659";"1";99;0;0;65;0
"14004";"1";297;1;0;122,85;1
"53419";"1";49;0;0;103,7;0
