"";"is_canceled";"lead_time";"children_babies";"booking_changes";"adr";"total_of_special_requests"
"58828";"1";28;0;0;117;1
"58830";"1";113;1;0;99,07;1
"58832";"1";36;2;0;191,57;1
"58834";"1";36;0;0;191,57;2
"58836";"1";28;2;0;189;1
"58842";"1";461;0;0;108;0
"58843";"1";461;0;0;140;0
"58848";"1";37;0;0;80;1
"58850";"1";37;0;0;99;0
"58851";"1";461;0;0;109,8;2
"58852";"1";37;0;0;149;0
"58857";"1";37;0;0;99;1
"58859";"1";37;0;1;188;2
"58865";"1";37;1;0;144;0
"58868";"1";37;0;0;189;1
"58871";"1";37;0;0;118,8;0
"58876";"1";37;0;0;12;0
"58878";"1";37;0;0;126;0
"58879";"1";37;1;0;136,8;0
"58880";"1";59;0;0;126;0
"58882";"1";37;0;0;160,08;0
"58892";"1";79;0;0;95;2
"58896";"1";37;0;0;99;0
"58898";"1";37;0;0;153;0
"58901";"1";37;0;0;216;0
"58902";"1";37;0;0;159,38;0
"58905";"1";37;0;0;101,25;1
"58908";"1";37;0;0;164,25;0
"58910";"1";37;0;0;101,25;2
"58912";"1";37;2;0;206,1;0
"58913";"1";37;0;2;101,25;0
"58914";"1";37;0;0;126;0
"58915";"1";237;0;0;119,25;0
"58919";"1";37;1;0;126;0
"58921";"1";54;0;0;123,3;0
"58922";"1";37;0;0;102,6;2
"58923";"1";37;0;0;100,44;0
"58924";"1";37;0;2;106,5;2
"58926";"1";37;0;0;130,5;0
"58929";"1";37;0;0;108;0
"58931";"1";37;0;0;102;1
"58932";"1";37;1;0;144;0
"58933";"1";37;0;0;228;1
"58934";"1";37;1;0;133,2;1
"58935";"1";37;0;0;120;0
"58940";"1";37;0;0;123,3;1
"58941";"1";37;0;0;103,5;0
"58943";"1";37;0;0;165,75;1
"58944";"1";37;0;0;155,06;0
"58945";"1";37;0;0;150,86;0
"58949";"1";37;0;0;123;0
"58950";"1";37;0;0;172,5;1
"58951";"1";37;0;0;105;1
"58953";"1";37;1;0;141;1
"58956";"1";37;0;0;159;1
"58957";"1";37;0;0;105;0
"58958";"1";37;0;0;172,5;0
"58960";"1";53;0;0;128,25;1
"58965";"1";330;0;0;200,25;1
"58966";"1";233;0;0;173,25;0
"58968";"1";233;0;0;156;0
"58969";"1";233;0;1;99;1
"58972";"1";233;0;0;109,8;2
"58974";"1";233;0;0;173,25;1
"58976";"1";233;0;0;109,8;0
"58977";"1";162;1;0;126;1
"58982";"1";162;0;0;150;1
"58984";"1";162;0;1;175,5;0
"58986";"1";162;0;0;180;0
"58988";"1";162;0;0;180;0
"58992";"1";233;0;0;99;1
"58998";"1";61;0;0;126;1
"58999";"1";163;0;0;109,8;0
"59003";"1";163;1;1;117;1
"59004";"1";163;0;0;204;0
"59006";"1";35;0;0;160;1
"59014";"1";49;0;0;130;0
"59020";"1";93;0;0;132,5;0
"59022";"1";252;0;0;130;0
"59024";"1";93;0;0;137,25;1
"59026";"1";93;0;0;123,75;1
"59028";"1";163;0;0;202,5;2
"59034";"1";115;1;0;123,12;0
"59036";"1";116;1;0;129,6;2
"59039";"1";258;0;0;196,2;0
"59043";"1";286;0;2;114;1
"59048";"1";258;0;0;150;0
"59051";"1";258;0;0;180;0
"59052";"1";164;0;0;150;0
"59055";"1";286;0;0;210;1
"59057";"1";286;1;0;90,09;1
"59061";"1";286;0;0;141;0
"59063";"1";164;0;0;145,5;0
"59065";"1";258;0;0;145,5;1
"59071";"1";258;0;0;172,5;1
"59073";"1";258;0;0;99;1
"59077";"1";286;0;0;145,5;1
"59080";"1";36;0;0;166,5;0
"59081";"1";71;0;0;135;1
"59087";"1";283;0;0;90;0
"59088";"1";283;0;0;155,7;0
"59089";"1";283;2;1;189;2
"59093";"1";283;0;0;133,07;0
"59094";"1";283;0;0;118,8;0
"59095";"1";283;0;0;126;0
"59098";"1";283;0;0;139,5;2
"59103";"1";10;0;1;103,5;1
"59104";"1";99;0;0;155;0
"59110";"1";154;0;0;99;0
"59112";"1";159;0;1;177;0
"59114";"1";159;2;0;267;0
"59116";"1";54;0;0;146,67;0
"59122";"1";285;0;0;95;0
"59124";"1";256;0;0;95;0
"59125";"1";26;0;0;95;0
"59129";"1";93;0;0;95;0
"59131";"1";45;0;0;95;0
"59132";"1";51;0;0;95;0
"59134";"1";212;0;0;181,5;0
"59135";"1";0;0;0;114;0
"59136";"1";131;0;0;177;0
"59138";"1";48;0;0;95;0
"59139";"1";234;0;0;95;0
"59146";"1";91;0;0;95;0
"59147";"1";85;0;0;95;0
"59149";"1";27;0;0;95;0
"59150";"1";605;0;0;190;0
"59151";"1";236;0;0;95;0
"59152";"1";65;0;0;95;0
"59153";"1";237;0;0;101,24;1
"59155";"1";64;0;0;109,8;0
"59157";"1";228;0;0;111,6;0
"59158";"1";4;0;0;140;2
"59160";"1";56;0;0;95;0
"59165";"1";51;0;0;105;0
"59169";"1";1;0;0;105;0
"59174";"1";32;0;0;108;0
"59177";"1";72;0;0;126;0
"59180";"1";195;0;0;114;0
"59184";"1";205;0;0;99;1
"59185";"1";198;0;0;100;0
"59186";"1";68;0;0;108;0
"59187";"1";205;0;0;100;0
"59189";"1";50;0;0;100;0
"59196";"1";25;0;0;100;0
"59198";"1";99;0;0;100;0
"59199";"1";25;0;0;97,2;0
"59200";"1";59;0;0;100;0
"59202";"1";210;0;0;171;0
"59203";"1";38;0;2;126;0
"59208";"1";153;0;0;100;0
"59209";"1";67;0;0;100;0
"59210";"0";287;0;0;115;2
"59211";"1";146;0;0;100;0
"59212";"1";146;0;0;99;1
"59214";"1";468;0;0;117;0
"59216";"1";468;0;0;171;0
"59218";"1";468;0;0;146,25;0
"59219";"1";468;1;0;126;0
"59231";"1";468;0;0;129;0
"59233";"1";468;0;0;108;1
"59242";"1";468;0;0;172,8;0
"59245";"1";63;0;0;99;0
"59246";"1";468;0;0;117;2
"59248";"1";468;0;1;117,45;0
"59251";"1";468;0;0;136,8;0
"59259";"1";91;0;0;130,5;0
"59261";"1";163;0;0;145;2
"59265";"1";163;0;0;90;0
"59266";"1";63;0;0;90;0
"59268";"1";95;0;0;90;0
"59270";"1";88;0;0;90;0
"59275";"1";72;2;0;239;0
"59277";"1";174;0;0;214;0
"59278";"1";155;0;0;149,4;1
"59279";"1";30;0;0;132,33;0
"59281";"1";71;0;3;162;1
"59286";"0";290;0;0;109,8;1
"59287";"1";277;0;0;99;1
"59288";"1";236;0;0;115;1
"59289";"0";290;0;0;135;0
"59290";"0";290;0;0;80;0
"59293";"1";192;0;0;126;0
"59300";"1";263;0;0;135;0
"59302";"1";263;0;0;150;0
"59304";"1";457;1;0;133,2;0
"59305";"1";279;0;0;109,8;2
"59308";"1";192;0;1;90;0
"59309";"1";29;0;0;99;1
"59312";"1";263;0;0;100;0
"59313";"1";279;0;0;100;0
"59314";"1";457;0;0;150;2
"59315";"1";263;0;0;150;2
"59317";"1";279;0;0;109,8;1
"59320";"1";279;0;0;99;1
"59321";"1";279;0;0;115;3
"59322";"1";263;0;0;126;1
"59326";"1";192;0;0;126;0
"59329";"1";29;0;0;85;0
"59332";"1";279;0;0;85;0
"59336";"1";279;0;0;136,8;2
"59338";"1";263;0;0;166,5;3
"59339";"1";263;0;0;85;0
"59341";"1";0;0;0;85;0
"59343";"1";155;0;0;85;0
"59346";"1";192;0;0;99;1
"59347";"1";40;0;0;139,5;2
"59351";"1";279;0;0;85;0
"59357";"1";240;2;0;229;0
"59359";"1";240;0;0;93,5;0
"59360";"1";240;0;0;108;2
"59361";"1";240;2;0;103,05;0
"59364";"1";240;0;1;103,05;2
"59366";"1";240;0;0;95;0
"59372";"1";58;0;0;95;0
"59379";"1";83;0;0;95;0
"59380";"1";103;0;0;95;0
"59381";"1";82;0;0;95;0
"59384";"1";18;0;0;99;0
"59386";"1";14;0;0;95;0
"59388";"1";14;0;0;90;0
"59389";"1";119;0;0;126;0
"59390";"1";145;0;0;126;0
"59393";"1";202;0;0;126;0
"59394";"1";202;0;1;171;0
"59399";"1";229;0;0;126;0
"59400";"1";75;0;0;90;0
"59401";"1";93;0;0;135;0
"59402";"1";271;0;0;90;0
"59407";"1";229;0;0;90;0
"59410";"1";229;0;0;135;0
"59413";"1";208;0;0;90;0
"59415";"1";86;0;0;108;0
"59416";"1";115;0;0;126;0
"59421";"1";386;0;0;90;0
"59422";"1";386;0;0;126;0
"59428";"1";133;0;0;90;0
"59431";"1";211;2;0;198;2
"59432";"1";256;0;0;117;1
"59434";"0";292;0;0;117;1
"59436";"1";101;0;0;117;1
"59439";"1";113;0;0;171;0
"59440";"1";73;0;0;85;0
"59443";"1";200;1;0;189;1
"59444";"1";99;0;0;130,5;0
"59446";"1";200;0;0;123,3;2
"59451";"1";248;0;0;99;0
"59452";"1";152;0;0;109,8;2
"59454";"1";0;0;0;141,3;0
"59456";"1";69;0;0;99;0
"59459";"1";118;0;0;90;0
"59460";"1";21;0;0;90;0
"59462";"1";46;0;0;90;0
"59465";"1";62;0;0;90;0
"59467";"1";84;0;0;90;0
"59473";"1";26;0;0;90;0
"59474";"1";100;0;0;90;0
"59475";"1";11;1;0;144;0
"59476";"1";98;0;0;90;0
"59478";"1";98;0;0;175,5;0
"59479";"0";310;0;0;90;0
"59480";"1";14;0;0;90;0
"59483";"1";86;0;0;90;0
"59487";"1";87;0;0;109,8;0
"59488";"1";105;0;0;90;0
"59489";"1";163;0;0;90;0
"59490";"1";34;0;0;95;0
"59492";"1";34;0;0;113,4;0
"59495";"1";159;0;0;105;0
"59497";"1";167;0;0;105;0
"59498";"1";153;0;0;95;0
"59499";"1";60;0;0;105;0
"59500";"1";475;0;0;113,4;0
"59502";"1";153;0;0;105;0
"59505";"1";475;0;0;145,8;0
"59507";"1";475;0;0;105;0
"59509";"1";74;0;0;105;0
"59510";"1";102;0;0;105;0
"59512";"1";475;0;0;95;0
"59513";"1";93;2;0;230;0
"59514";"1";85;0;0;105;0
"59524";"1";37;0;0;90;0
"59526";"1";119;0;0;90;0
"59531";"1";235;0;0;90;0
"59532";"1";240;0;0;90;0
"59534";"1";25;0;0;117;0
"59537";"1";151;0;0;90;0
"59542";"1";120;0;0;171;0
"59544";"1";120;2;1;224;0
"59548";"1";109;0;0;75;0
"59550";"1";245;0;0;108;0
"59551";"1";464;0;0;117;4
"59552";"1";286;0;0;75;0
"59553";"1";464;0;0;99;2
"59556";"1";199;0;0;162;0
"59557";"1";245;0;0;117;0
"59562";"1";24;0;0;164,7;2
"59566";"1";286;0;1;126;0
"59567";"1";464;0;0;142,2;1
"59568";"1";464;0;0;99;0
"59574";"1";199;0;0;105,75;2
"59575";"1";199;0;0;123,75;0
"59578";"1";286;0;0;123,75;0
"59580";"1";199;0;0;123,75;1
"59583";"1";239;0;0;105,75;2
"59584";"1";464;0;2;108,75;0
"59585";"1";286;0;0;162,35;0
"59587";"1";464;0;1;162,35;1
"59590";"1";199;0;0;90;0
"59594";"1";464;0;0;90;0
"59603";"1";247;0;0;135;0
"59604";"1";247;0;0;99;1
"59608";"1";264;2;0;230;0
"59614";"1";144;0;0;130;0
"59617";"1";247;0;0;100;0
"59618";"1";189;0;0;100;0
"59620";"1";247;0;0;120;0
"59627";"1";205;0;0;100;0
"59628";"1";247;0;0;130,5;1
"59629";"1";250;0;0;130;0
"59631";"1";275;0;0;130;0
"59632";"1";80;0;0;130;0
"59633";"1";175;0;0;130;0
"59634";"1";175;0;0;171;1
"59635";"1";172;0;0;130;0
"59636";"1";207;0;0;130;0
"59637";"1";145;0;0;130;0
"59640";"1";8;0;0;100;0
"59642";"1";4;0;0;100;0
"59643";"1";160;0;0;100;0
"59644";"1";13;0;0;100;0
"59645";"1";0;0;0;100;0
"59648";"1";16;0;0;130,5;1
"59650";"1";54;0;0;140;0
"59651";"1";52;0;0;140;0
"59652";"1";53;0;0;100;0
"59653";"1";183;0;0;100;0
"59655";"1";7;0;0;100;0
"59662";"1";194;0;0;100;0
"59670";"1";197;0;0;100;0
"59673";"1";258;0;0;100;0
"59675";"1";174;0;0;100;0
"59677";"1";282;0;0;140;0
"59679";"1";22;0;0;100;0
"59681";"1";95;0;0;100;0
"59686";"1";23;0;0;140;0
"59689";"1";150;0;0;100;0
"59691";"1";65;0;0;100;0
"59692";"1";46;0;0;100;0
"59694";"1";87;0;0;140;0
"59697";"1";150;0;0;101,25;0
"59701";"1";75;0;0;190,8;0
"59704";"1";75;0;0;100,8;0
"59706";"1";75;1;0;100,8;0
"59708";"1";268;1;0;136,8;0
"59712";"1";95;0;0;100,5;0
"59714";"1";97;0;0;109,8;2
"59716";"1";97;0;0;84;0
"59721";"1";82;0;0;108;0
"59723";"1";244;0;0;91,2;0
"59729";"1";50;0;0;153;0
"59731";"1";230;0;0;115;1
"59734";"1";244;0;0;99;1
"59736";"1";54;0;0;130,5;0
"59745";"1";200;0;0;115;1
"59746";"1";106;0;0;104,4;0
"59747";"1";12;0;0;99;0
"59749";"1";86;0;0;120;0
"59752";"1";13;0;0;120;0
"59756";"1";62;0;0;120;0
"59758";"1";65;0;0;120;0
"59774";"1";166;0;0;126;0
"59776";"1";166;0;0;215;1
"59777";"1";166;2;0;290,01;3
"59778";"1";166;0;0;117;0
"59783";"1";166;0;0;99;0
"59785";"1";166;0;0;130,5;0
"59789";"1";166;0;0;115;1
"59792";"1";166;0;0;117;2
"59795";"1";166;0;0;130,5;1
"59802";"1";166;1;0;126;1
"59804";"1";166;0;0;130,5;1
"59805";"1";166;0;0;130,5;2
"59813";"1";166;0;0;115;0
"59814";"1";166;0;0;109,8;1
"59818";"1";44;0;0;130,5;1
"59821";"1";36;0;0;115;1
"59823";"1";132;0;0;109,8;1
"59826";"1";42;0;0;104,4;2
"59829";"1";28;0;0;130;0
"59833";"1";5;0;0;130;0
"59835";"1";53;0;0;130;0
"59837";"1";133;0;0;130;0
"59838";"1";38;0;0;130;0
"59839";"1";38;1;0;137,25;0
"59840";"1";68;0;0;130;0
"59841";"1";54;0;0;290;0
"59845";"1";30;0;0;153;0
"59846";"1";30;0;0;180;1
"59847";"1";14;0;0;190;2
"59848";"1";482;0;0;115;1
"59849";"1";52;2;0;225;1
"59851";"1";482;0;0;130,5;1
"59857";"1";52;0;0;115;2
"59859";"1";14;0;0;115;2
"59862";"1";482;0;0;99;0
"59864";"1";482;0;0;99;0
"59873";"1";304;0;0;150;1
"59881";"1";58;0;0;90;0
"59887";"1";304;0;0;90;0
"59888";"1";304;0;0;99;1
"59893";"1";304;0;0;126,33;1
"59895";"1";304;2;0;189;1
"59897";"1";304;0;0;135;0
"59898";"1";304;0;0;132;1
"59899";"1";304;0;0;99;0
"59903";"1";304;0;0;99;0
"59904";"1";304;0;0;117;0
"59907";"1";304;1;0;168,75;2
"59911";"1";304;0;0;115;1
"59914";"1";304;0;0;103,5;0
"59915";"1";304;0;0;117;0
"59919";"1";304;0;0;144,33;1
"59920";"1";304;0;0;141;1
"59922";"1";51;0;0;99;1
"59925";"1";83;0;0;137,25;1
"59926";"1";69;0;0;151,2;2
"59928";"1";32;0;0;123,75;0
"59933";"1";32;0;0;150,42;0
"59938";"1";74;0;0;84,6;0
"59939";"1";305;0;0;144;0
"59940";"1";305;0;0;99;0
"59943";"1";305;0;0;99;0
"59948";"1";305;0;0;224,1;1
"59954";"1";305;0;0;110;1
"59956";"1";305;0;0;126;0
"59958";"1";305;0;1;190;1
"59959";"1";305;0;0;99;0
"59960";"1";185;0;0;117;0
"59962";"1";305;0;0;130;0
"59968";"1";305;0;0;126;0
"59970";"1";78;0;0;130;0
"59972";"1";305;0;0;108;1
"59974";"1";305;0;0;142,2;0
"59975";"1";305;0;1;187,2;1
"59976";"1";107;0;0;130;0
"59977";"1";51;0;0;117;2
"59982";"1";305;0;2;110,4;0
"59986";"1";305;0;0;149;0
"59988";"1";305;0;0;212,8;0
"59990";"1";305;0;0;126;0
"59994";"1";305;0;0;135,13;1
"59996";"1";305;0;0;99;0
"60000";"1";305;0;0;140;2
"60002";"1";305;0;0;120;1
"60010";"1";121;0;0;108;1
"60013";"1";305;0;0;149;0
"60016";"1";305;0;0;108;2
"60020";"1";117;0;0;110,77;1
"60028";"1";95;0;0;120;1
"60031";"1";11;0;0;153;0
"60032";"1";11;0;0;140;1
"60034";"1";11;0;0;130;0
"60035";"1";11;0;0;130;1
"60036";"1";95;0;0;126;1
"60040";"1";11;0;0;100;0
"60042";"1";95;0;0;130,5;0
"60044";"1";95;0;0;100;0
"60046";"1";95;0;0;153;0
"60048";"1";95;0;0;100;0
"60049";"1";95;0;0;130,5;1
"60050";"1";95;0;0;118,8;0
"60051";"1";95;0;0;151,2;2
"60052";"1";11;0;0;100;0
"60056";"1";8;0;0;100;0
"60057";"1";95;0;0;108;1
"60060";"1";38;0;0;100;0
"60064";"1";26;0;0;135;0
"60070";"1";5;0;0;108;0
"60071";"1";157;0;0;118,8;1
"60072";"1";5;0;0;118,8;1
"60076";"1";86;0;0;180;2
"60077";"1";86;0;0;95;0
"60078";"1";37;0;0;95;0
"60082";"1";25;0;0;110;0
"60083";"1";216;0;0;120;0
"60084";"1";215;0;0;110;0
"60086";"1";106;0;0;120;0
"60093";"1";277;0;0;120;0
"60100";"1";277;0;0;180;1
"60114";"1";277;0;0;108;1
"60115";"1";277;0;0;100;0
"60117";"1";277;0;0;171;0
"60118";"1";277;0;0;134,1;0
"60122";"1";626;0;0;152,1;0
"60125";"1";626;0;0;108;1
"60127";"1";277;1;1;139,5;1
"60130";"1";277;0;0;152,33;0
"60132";"1";277;0;0;75;0
"60133";"1";277;0;0;197,1;0
"60134";"1";277;0;0;120;0
"60138";"1";277;0;0;171;0
"60140";"1";626;0;0;120;0
"60141";"1";277;0;0;150;2
"60142";"1";277;0;0;135;0
"60143";"1";277;0;0;126;0
"60147";"1";626;0;0;108;0
"60151";"1";82;0;0;99;3
"60152";"1";626;0;1;130;0
"60154";"1";277;0;0;126;0
"60156";"1";277;0;0;162;0
"60158";"1";277;0;0;162;0
"60159";"1";277;0;0;162;0
"60160";"1";277;0;0;130,5;0
"60162";"1";277;0;0;175,5;0
"60164";"1";277;0;0;171;0
"60165";"1";277;0;0;135;0
"60169";"1";277;0;0;149;1
"60173";"1";277;0;0;277;1
"60176";"1";277;0;0;166;0
"60179";"1";277;0;0;99;1
"60180";"1";277;0;0;130,6;0
"60185";"1";277;0;0;150;1
"60186";"1";277;0;0;108;0
"60189";"1";277;0;0;149;0
"60190";"1";277;0;0;108;0
"60191";"1";626;0;0;126;0
"60194";"1";277;0;0;126;1
"60197";"1";277;0;0;126;1
"60199";"1";277;0;0;108;0
"60200";"1";277;0;0;99;1
"60203";"1";277;0;0;117;0
"60206";"1";49;0;0;117;0
"60209";"1";626;0;0;90;0
"60210";"1";76;0;0;90;0
"60212";"1";10;0;0;80;0
"60213";"1";69;1;0;99;2
"60216";"1";68;0;0;189;0
"60217";"1";16;0;0;80;0
"60218";"1";32;0;0;80;0
"60219";"1";111;0;0;80;0
"60220";"1";32;0;0;90;0
"60224";"1";28;0;0;80;0
"60225";"1";2;0;0;80;0
"60227";"1";50;0;0;90;0
"60230";"1";43;0;0;162;0
"60233";"1";3;0;0;90;0
"60234";"1";10;0;0;90;0
"60236";"1";10;0;0;117;0
"60240";"1";489;0;0;80;0
"60241";"1";117;0;0;90;0
"60243";"1";7;0;0;96;0
"60244";"1";489;0;0;80;0
"60246";"1";69;0;0;80;0
"60247";"1";26;0;0;117;0
"60248";"1";75;0;0;90;0
"60252";"1";300;0;0;121;1
"60257";"1";300;0;2;134,13;1
"60258";"1";58;0;0;121;1
"60262";"1";46;0;0;108;0
"60266";"1";54;0;0;139,5;0
"60270";"1";300;0;0;108;2
"60271";"1";75;0;0;126;0
"60275";"1";300;0;0;149;0
"60276";"1";32;0;0;99;2
"60279";"1";300;0;0;89,1;0
"60281";"1";47;0;0;117;1
"60282";"1";41;0;0;157,7;2
"60286";"1";28;0;0;89,1;0
"60287";"1";58;0;0;117;0
"60288";"1";47;0;0;134,1;0
"60289";"1";53;0;0;117;2
"60295";"1";27;0;0;166,68;0
"60299";"1";47;0;0;135;0
"60300";"1";38;0;0;135;0
"60301";"1";138;0;0;104,22;0
"60303";"1";71;0;0;223,33;0
"60305";"1";130;0;0;138;0
"60307";"1";72;0;0;144,8;1
"60309";"1";127;0;0;198;1
"60310";"1";130;0;0;95;0
"60313";"1";134;0;0;160;3
"60314";"1";54;0;0;95;0
"60316";"1";66;0;0;120;0
"60317";"1";92;0;0;139,5;0
"60318";"1";143;0;0;120;0
"60320";"1";30;0;0;120;0
"60321";"1";50;0;0;99;1
"60322";"1";47;0;0;120;0
"60324";"1";50;0;0;120;0
"60328";"1";105;0;0;130,5;0
"60330";"1";12;0;0;120;0
"60334";"1";86;0;0;120;0
"60335";"1";81;0;0;130,5;0
"60337";"1";238;0;0;140;0
"60341";"1";55;0;0;126;0
"60342";"1";50;0;0;142,2;1
"60344";"1";26;0;0;179;1
"60345";"1";100;0;0;89,1;1
"60346";"1";87;0;2;196,6;2
"60351";"1";160;0;0;171;0
"60360";"1";13;0;0;116,33;1
"60363";"1";262;0;0;130,5;0
"60364";"1";121;0;0;99;0
"60368";"1";29;0;0;191,4;1
"60369";"1";137;2;0;274,5;0
"60371";"1";122;0;0;111,34;0
"60374";"1";56;0;0;141;0
"60384";"1";261;0;0;90;0
"60385";"1";261;0;0;89,1;0
"60387";"1";36;0;0;90;0
"60389";"1";39;0;0;90;0
"60392";"1";2;0;0;90;0
"60393";"1";97;0;0;90;0
"60398";"1";116;1;0;142,36;0
"60400";"1";26;0;0;90;0
"60402";"1";26;0;0;90;0
"60404";"1";61;0;0;90;0
"60409";"1";14;0;0;142,2;1
"60411";"1";148;0;0;85;0
"60415";"1";121;0;0;122,4;2
"60416";"1";139;0;0;118,5;1
"60417";"1";139;0;0;150;2
"60418";"1";8;0;0;180;2
"60420";"1";17;0;0;108;0
"60428";"1";496;0;0;250;1
"60430";"1";496;0;0;134,1;0
"60438";"1";2;0;0;90;0
"60439";"1";100;0;0;90;0
"60440";"1";25;0;0;130;0
"60445";"1";31;0;0;143,55;2
"60446";"1";7;0;0;109,8;1
"60449";"1";39;0;0;123,3;1
"60450";"1";63;0;0;109,8;1
"60451";"1";54;0;1;110;0
"60453";"1";15;0;0;109,8;1
"60461";"1";225;0;0;123,3;1
"60463";"1";80;0;0;160;1
"60466";"1";23;0;0;89,1;0
"60468";"1";301;2;2;328,67;3
"60469";"1";301;0;0;181,43;1
"60470";"1";59;0;0;186,25;0
"60472";"1";301;0;0;201;0
"60473";"1";301;0;0;294,55;1
"60474";"1";301;0;0;99;3
"60476";"1";301;0;1;89,1;0
"60479";"1";59;0;0;108;0
"60480";"1";88;0;0;153;0
"60481";"1";301;0;0;155;0
"60483";"1";301;0;0;153;0
"60493";"1";211;0;1;109,8;1
"60499";"1";64;0;0;147;0
"60500";"1";64;0;0;120;0
"60501";"1";36;0;0;136,8;0
"60502";"1";50;0;0;120;2
"60505";"1";50;0;0;126;0
"60506";"1";57;0;0;130,8;0
"60507";"1";64;0;0;135,9;0
"60509";"1";64;0;0;130;0
"60510";"1";75;0;0;99;2
"60511";"1";60;0;0;130;0
"60512";"1";75;0;0;138,6;2
"60515";"1";25;0;0;130;0
"60520";"1";44;0;0;23,6;0
"60521";"1";45;0;2;127,25;1
"60522";"1";128;0;0;130;0
"60524";"1";45;0;0;181,8;0
"60528";"1";44;0;0;145,8;0
"60529";"1";44;0;0;141,3;0
"60533";"1";64;0;0;147;0
"60534";"1";26;0;0;126;1
"60535";"1";44;0;2;126;0
"60536";"1";45;0;0;189;0
"60538";"1";45;0;0;153;0
"60542";"1";65;0;0;144;1
"60547";"1";247;0;0;126;1
"60552";"1";74;0;0;130,5;2
"60553";"1";10;0;0;126;1
"60554";"1";45;0;0;126;1
"60556";"1";95;0;0;119,1;1
"60558";"1";95;0;0;130,8;0
"60560";"1";95;0;0;183;0
"60562";"1";95;0;0;132,33;1
"60565";"1";95;0;0;173,33;0
"60572";"1";217;0;0;140,4;0
"60575";"1";18;0;0;160,5;2
"60576";"1";24;0;0;142,2;1
"60582";"1";66;0;2;89,1;0
"60583";"1";3;0;0;180;1
"60584";"1";3;0;1;89,1;0
"60587";"1";59;0;0;135;0
"60588";"1";70;0;0;126;0
"60590";"1";215;0;0;135;0
"60591";"1";83;0;0;135;0
"60592";"1";215;0;0;170;2
"60593";"1";53;0;0;117;2
"60595";"1";78;0;0;135;0
"60596";"1";324;0;0;135;0
"60597";"1";269;0;0;135;0
"60599";"1";57;2;0;189,9;3
"60602";"1";142;0;0;148,8;1
"60603";"1";106;0;2;137,03;0
"60604";"1";111;0;0;183;0
"60606";"1";46;0;0;178,5;1
"60607";"1";4;0;0;95;0
"60608";"1";216;0;0;95;0
"60610";"1";136;0;0;95;0
"60611";"1";42;0;0;95;0
"60612";"1";44;0;0;95;0
"60615";"1";46;0;0;95;0
"60616";"1";23;0;0;95;0
"60617";"1";273;0;0;95;0
"60621";"1";2;0;0;95;0
"60622";"1";0;0;0;95;0
"60623";"1";77;0;0;95;0
"60633";"1";31;0;0;119,57;1
"60636";"1";503;0;0;107,1;1
"60638";"1";54;0;0;135,9;1
"60639";"1";63;0;0;88;1
"60643";"1";503;0;0;126;1
"60645";"1";503;0;1;110;0
"60646";"1";503;0;0;181,2;1
"60657";"1";184;0;0;109,8;1
"60659";"1";8;0;2;138,6;1
"60661";"1";184;0;0;207;0
"60666";"1";85;0;0;135;0
"60667";"1";225;0;0;150;1
"60670";"1";107;0;0;160;0
"60671";"1";44;0;0;160;0
"60672";"1";225;0;0;96,4;0
"60674";"1";308;0;0;160;0
"60676";"1";73;1;0;135;0
"60677";"1";158;0;0;163,33;0
"60678";"1";56;0;0;160;0
"60685";"1";71;0;0;160;0
"60692";"1";52;0;0;160;0
"60695";"1";50;0;0;160;0
"60697";"1";155;0;0;170;0
"60698";"1";168;0;0;160;0
"60708";"1";32;0;0;160;0
"60711";"1";98;0;0;125;0
"60714";"1";30;0;0;160;0
"60715";"1";47;0;0;160;0
"60717";"1";76;0;0;170;0
"60719";"1";34;0;0;160;0
"60723";"1";10;0;0;160;0
"60727";"1";17;0;0;160;0
"60728";"1";17;0;0;125;0
"60730";"1";133;0;0;160;0
"60736";"1";45;0;0;170;0
"60737";"1";35;0;0;96,4;0
"60738";"1";35;0;0;160;0
"60742";"1";258;0;0;160;0
"60745";"1";136;0;0;160;0
"60746";"1";42;0;0;160;0
"60747";"1";42;0;0;170;0
"60748";"1";42;0;0;125;0
"60749";"1";42;0;0;163,33;0
"60751";"1";42;0;0;96,4;0
"60752";"1";63;0;0;170;0
"60753";"1";319;0;0;144;0
"60755";"1";86;0;0;160;0
"60756";"1";7;0;0;160;0
"60758";"1";21;0;0;170;0
"60761";"1";43;0;0;216;0
"60765";"1";215;0;0;162;0
"60766";"1";510;0;0;153;0
"60767";"1";510;0;0;147,6;0
"60770";"1";88;0;0;120,6;0
"60771";"1";510;0;0;138,6;2
"60772";"1";510;0;0;90;0
"60773";"1";510;0;0;90;0
"60774";"1";49;0;0;90;0
"60775";"1";510;0;0;109,8;1
"60776";"1";510;0;0;145;1
"60777";"1";510;0;1;110;0
"60780";"1";290;0;0;144;0
"60782";"1";24;0;0;126;1
"60787";"1";40;0;0;138,6;2
"60788";"1";114;0;0;117;0
"60789";"1";52;0;0;117;0
"60797";"1";35;0;0;182;2
"60798";"1";290;0;0;120,6;0
"60800";"1";22;0;0;175,71;2
"60802";"1";200;0;0;144;0
"60811";"1";315;0;0;215;1
"60812";"1";266;0;0;144;0
"60815";"1";98;0;0;144;0
"60819";"1";315;0;0;90;0
"60820";"1";15;0;0;90;0
"60821";"1";315;0;0;180;1
"60824";"1";96;0;0;90;0
"60827";"1";56;0;0;162;1
"60831";"1";315;0;0;135;0
